VZ	28.02	28.33	27.98	28.21
GE	15.71	16.15	15.62	16.12
GM	147.38	148.3	145.74	148.09
GS	14.69	15.07	14.61	14.97
PFE	69.29	70.04	69	69.95
CAT	73.44	74.62	73.43	74.62
CVX	4.02	4.1904	4	4.13
C	34.84	35.35	34.84	35.27
MRK	36.66	39.44	36.5	38.6
AIG	11.05	11.37	11.01	11.2
AA	59.7	60.5	59.4	60.25
XOM	13.75	14.2	13.71	14.11
BAC	28.25	29.0634	28.2	28.92
HD	23.34	23.63	23.2075	23.58
CSCO.O	68	68.99	67.9096	68.85
BA	25.82	26.195	25.75	26
MSFT.O	25.75	26.08	25.5477	25.94
T	34.51	34.71	34.110001	34.4
DIS	21.63	21.73	21.42	21.64
INTC.O	39.91	40.349998	39.5	40.2
JPM	38.42	39.11	37.52	39.05
DD	51.6	51.6855	50.93	51.13
WMT	70.75	71.77	70.4	71.59
UTX	50.29	50.45	49.97	50.45
TRV	46.18	46.6	46.03	46.4
HPQ	260.04	260.7	257.8605	259
AAPL.O	44.78	45.54	44.45	45.43
AXP	127.77	128.45	127.17	128.3
IBM	22.2	22.248	21.86	21.99
MO	72.62	73.9396	72.52	73.2977
NKE	43.04	44.21	43.04	43.91
HON	54.55	54.96	54.55	54.94
KO	75.35	76.48	75.35	76.06
V	69.72	71	69.72	70.85
MCD	31.14	31.48	30.88	31.3733
UNH	86.92	87.46	86.03	87.39
MMM	57.64	58	57.48	57.73
JNJ	61.67	62.56	61.67	62.52
