VZ	31.86	31.86	31.19	31.2
GE	16.82	16.86	16.69	16.8
GM	168.53	170.64	167.42	168.6
GS	19.21	19.5	19.15	19.43
PFE	62.33	62.73	61.77	61.95
CAT	79.8	79.8511	79.15	79.55
CVX	3.52	3.545	3.5	3.52
C	39.11	40.115	38.9549	40.1
MRK	28.72	29.09	28.4	28.6
AIG	16.08	16.15	15.77	15.85
AA	69.67	69.76	69.35	69.7
XOM	16.59	16.91	16.51	16.85
BAC	28.31	28.43	28.112	28.4
HD	24.65	25.2	24.56	25.07
CSCO.O	61.58	61.59	60.75	61.49
BA	30.45	31.26	30.3	31.22
MSFT.O	26.75	26.84	26.0901	26.25
T	31.14	31.15	30.93	31.07
DIS	21.1	22.16	21.02	21.65
INTC.O	44	44.98	44	44.97
JPM	34.33	34.46	33.9	34.09
DD	54.83	55.0452	54.18	54.3
WMT	72.35	72.9	72.1381	72.81
UTX	48.93	49.39	48.75	49.24
TRV	52.1	53	52.1	52.73
HPQ	211.15	211.48	209.15	210
AAPL.O	42.22	42.72	41.86	42.68
AXP	130.25	132.97	129.99	132.56
IBM	20.309	20.49	20.16	20.49
MO	65.68	65.73	64.76	64.99
NKE	42.22	42.725	42.12	42.5068
HON	57.38	57.54	56.8	57.54
KO	87.14	87.53	86.5	87.21
V	62.5	62.73	62.13	62.65
MCD	32.6	33.33	32.35	33.32
UNH	83.36	83.92	83.36	83.5958
MMM	64.97	65.21	64.88	65.1
JNJ	61.48	61.72	61.23	61.58
