VZ	29.05	29.09	28.7	28.74
GE	16.18	16.3195	15.8683	15.95
GM	156.4	160.18	155.99	156.75
GS	17.87	17.95	17.61	17.69
PFE	57.95	58.34	56.23	56.75
CAT	72.59	72.87	71.7999	72.06
CVX	3.45	3.47	2.9835	3.37
C	37.12	37.14	36.41	36.66
MRK	28.34	28.72	26.55	26.75
AIG	13.5	13.51	13.0607	13.18
AA	65.18	65.52	64.81	65
XOM	16.13	16.3705	15.7975	15.96
BAC	30.49	31.0205	30.4	30.82
HD	24.25	24.25	23.83	24.12
CSCO.O	63.57	64.152	62.28	62.8
BA	28.75	28.83	28.09	28.21
MSFT.O	25.05	25.06	24.83	24.85
T	31.01	31.25	30.83	30.92
DIS	20.8	20.94	20.295	20.42
INTC.O	40.77	41.21	39.76	39.95
JPM	33.79	34.16	33.49	33.68
DD	53.98	54.06	53.46	53.46
WMT	68.2076	68.74	67.65	67.65
UTX	52.68	53.42	52.32	52.5469
TRV	50.56	50.73	49.99	50.1
HPQ	200.94	201.31	195.98	197.38
AAPL.O	38.86	38.86	37.82	38.08
AXP	126.59	127.65	126.07	126.46
IBM	20.25	20.25	19.93	19.97
MO	64.3	64.485	63.61	64.13
NKE	40.15	40.411	39.81	39.93
HON	55.75	55.75	54.799999	54.83
KO	87.05	87.56	86.06	86.22
V	65	65.43	64.77	64.89
MCD	33.1	33.1	32.360001	32.93
UNH	80.57	81.05	79.68	79.79
MMM	63.52	63.84	63.25	63.31
JNJ	63.42	63.81	62.93	63.35
