VZ	30.2	30.36	29.7	30.22
GE	15.15	15.555	15.08	15.39
GM	139.85	147.98	139.5	147.36
GS	16.5	16.565	16.377	16.47
PFE	69.25	70.57	68.636	69.93
CAT	77.26	78.37	77.26	78
CVX	3.88	3.98	3.86	3.9
C	35.59	35.82	35.28	35.74
MRK	36.17	36.99	36.17	36.51
AIG	10.85	11.09	10.8	10.88
AA	61	61.68	60.77	61.25
XOM	13.28	13.665	13.23	13.49
BAC	29.41	30.29	29.3688	29.8
HD	20.57	21.1299	20.48	20.94
CSCO.O	63.6	65.41	63.4	64.6
BA	23.97	24.435	23.9	24.34
MSFT.O	27.37	27.55	27.07	27.42
T	34.2	34.71	34	34.61
DIS	18.29	18.57	18.21	18.42
INTC.O	38.21	39.17	38.1066	39.14
JPM	41.85	42.75	41.75	42.47
DD	51.92	52.25	51.56	51.72
WMT	67.77	68.54	67.5206	68.26
UTX	50.44	51.05	50.27	51.03
TRV	39.68	40.472	39.65	40.31
HPQ	252.22	258.77	251	255.98
AAPL.O	40.55	41.89	40.55	41.75
AXP	125.67	127.78	125.2151	127.55
IBM	22.81	22.99	22.7707	22.88
MO	73.98	74.41	73.29	74.0847
NKE	42.75	43.06	42.56	42.8391
HON	57.38	57.69	57.0951	57.56
KO	72.25	73.15	72.11	72.44
V	75.64	75.64	74.44	75.06
MCD	33	33.9134	32.77	33.91
UNH	82.4	83.7	82.4	83.48
MMM	58.61	59	58.6	58.99
JNJ	60.41	60.47	59.85	60.35
