VZ	27.14	27.62	26.55	27.54
GE	15.85	16.12	15.26	16.1
GM	135.21	143.94	133.8	143.36
GS	14.9	15.2	14.76	15.16
PFE	58	59.95	55.94	59.95
CAT	71.5	73.3	70.82	73.3
CVX	3.65	3.92	3.57	3.89
C	31.21	32.23	31.1	32.22
MRK	32.89	34.6	32.21	34.55
AIG	10.65	11.42	10.51	11.42
AA	59.22	60.2	58.48	60.07
XOM	14.94	15.68	14.71	15.67
BAC	32.27	34.16	32.27	34.16
HD	23.11	23.52	22.615	23.5
CSCO.O	61.2	62.97	60.67	62.78
BA	25.55	26.45	25.39	26.45
MSFT.O	24.15	24.7	23.78	24.43
T	31.8	32.36	31.22	32.32
DIS	20.37	21.05	20.05	20.55
INTC.O	38	39.25	37.4	39.25
JPM	33.72	36	33.72	35.99
DD	50.1	51	50.02	50.66
WMT	64	66.55	63.79	66.55
UTX	48.075	48.67	47.77	48.67
TRV	44.55	46.38	44.2	46.35
HPQ	243	247.15	237.38	246.64
AAPL.O	37.72	39.38	37.5	39.37
AXP	123.11	126.8	121.49	125.62
IBM	20.75	20.75	20.15	20.53
MO	70	73.66	69.26	73.12
NKE	41.21	42.55	40.11	42.55
HON	50.26	50.9	50	50.62
KO	73	73.89	72.1	73.69
V	64.19	68.48	64.19	68.48
MCD	28.17	29.2	28.16	29.2
UNH	78.32	79.59	77.4	79.47
MMM	60	60.84	59.21	60.6
JNJ	60.5	61.15	60.06	61.15
