VZ	28.6	28.7783	28.46	28.77
GE	18.05	18.49	18	18.45
GM	141.89	147.57	141.89	147.1
GS	17.05	17.15	16.74	16.89
PFE	66.69	68.49	66.4	68.2
CAT	80.1	80.41	79.41	80.03
CVX	4.19	4.23	4.1383	4.17
C	33.87	34	33.44	33.67
MRK	43	44.3	41.2903	41.61
AIG	12.18	12.53	12.15	12.47
AA	64.46	65.3201	64.39	64.79
XOM	17.18	17.34	17	17.08
BAC	35.69	35.96	35.4	35.9
HD	26.19	26.97	25.7	26.18
CSCO.O	71.54	73.36	71.54	72.75
BA	28.97	29.56	28.88	29.35
MSFT.O	25.66	25.89	25.57	25.82
T	34.7	36.172	34.25	35.22
DIS	22.45	23.18	22.4	23.06
INTC.O	41.7	41.9	40.82	41.68
JPM	38.37	39.43	38.1266	39.4
DD	52.45	52.59	52.14	52.52
WMT	73.11	73.41	72.6	73.0108
UTX	49.8	50.74	49.382	50.185
TRV	48.42	49.85	48.42	49.48
HPQ	256.52	262.95	256.25	262.2
AAPL.O	43.59	44.21	43.2	44.09
AXP	126.89	132.76	126.89	132.5
IBM	21.8	21.85	20.5925	21.73
MO	76.66	77.97	76.06	77.06
NKE	46.46	46.99	46.11	46.84
HON	53.72	54.099998	53.4599	53.61
KO	84.9	87.33	84.65	85.6
V	70.6	70.93	70.16	70.75
MCD	30.06	30.36	29.82	30.1779
UNH	85.1	86.59	85.1	86.4314
MMM	65.05	65.05	64.5	64.87
JNJ	62.37	63.1	62.1	62.37
