VZ	29.01	29.28	28.83	29.04
GE	18.97	19.1	18.81	18.98
GM	159.98	160.6	157	157.7
GS	16.58	17	16.4	16.9
PFE	67.5	68.935	67.04	68.78
CAT	81.3	82.77	80.98	82.67
CVX	4.85	4.945	4.83	4.85
C	33.5	35.75	33.5	35.64
MRK	43.09	44.99	42.89	44.34
AIG	13.85	14.18	13.8	14.12
AA	68.56	69.288	68.21	69.24
XOM	18.58	18.6	18.295	18.4
BAC	35.72	36.45	35.71	36.45
HD	27.29	27.5	27.22	27.44
CSCO.O	76.42	76.42	74.56	75.11
BA	30.37	31.56	30.37	30.89
MSFT.O	26.1	26.3	26	26.12
T	36.78	36.8	36.5	36.7063
DIS	23.98	24.05	23.747	23.96
INTC.O	45.03	45.03	44.27	44.94
JPM	39.55	40.32	39.28	40.22
DD	54.46	54.53	53.933	54.5
WMT	76.5	76.72	75.83	76.3614
UTX	53.64	53.64	52.11	53.2
TRV	53.25	53.9	53.06	53.7254
HPQ	266.74	272	266.34	270.97
AAPL.O	47.89	49.15	46.77	48.3
AXP	129.61	130.09	128.73	129.83
IBM	21.4	21.42	21.15	21.36
MO	77.95	78.419998	77.3392	77.9
NKE	47.32	47.95	46.71	47.5
HON	54.45	54.45	53.74	53.88
KO	95.25	96.9	95.23	96.75
V	71.56	71.56	70.79	70.9961
MCD	30.6	30.96	30	30.6421
UNH	85.99	87.029999	85.96	86.67
MMM	65.3	65.3	64.34	65.04
JNJ	63.59	63.6	63.246	63.4341
