VZ	29.6	30.1248	29.27	29.35
GE	16	16.1452	15.5	15.54
GM	152.5	153.7952	147.5	148.02
GS	16.3	16.35	15.89	15.95
PFE	70.66	71.42	67.75	67.99
CAT	78	78.9352	76.5	76.6
CVX	3.99	3.99	3.7236	3.8
C	35.45	35.67	34.58	34.58
MRK	40	40	37.08	37.5
AIG	11.1	11.12	10.5	10.59
AA	61.36	61.73	60	60.12
XOM	13.6	13.63	13.03	13.04
BAC	28	28.25	27.51	27.55
HD	24.17	24.18	21.7	21.85
CSCO.O	68.25	68.25	64.9475	65.06
BA	25	25	24.47	24.74
MSFT.O	26.84	26.9052	26.27	26.4
T	35.29	35.5	33.72	33.9
DIS	19.85	19.85	19.11	19.43
INTC.O	39.11	39.17	37.34	37.41
JPM	40.95	41.8648	40	40.01
DD	51.69	51.87	50.75	50.8
WMT	72.51	73.39	70.62	71.27
UTX	49.18	49.56	48.83	48.96
TRV	42.4	42.4	40.01	40.04
HPQ	257.4	257.4	246.74	247.5
AAPL.O	43.5	43.5	42.3	42.32
AXP	130.71	131.84	127.37	128.2
IBM	22.49	22.68	22.24	22.25
MO	73	73	71.52	72.0573
NKE	42.64	43.5248	41.36	41.81
HON	56.7	57.0848	55.55	55.99
KO	74.86	74.86	72.71	72.71
V	72.24	72.9448	71.2	71.5
MCD	32.86	33.34	31.31	31.99
UNH	86.8	87.11	83.46	83.65
MMM	59	59.5348	58.23	58.3
JNJ	60.5	60.8848	59.99	60.24
