VZ	26.7	27.2	26.6	27.2
GE	14.95	15.28	14.95	15.2
GM	149.3	149.79	144.58	146.75
GS	14.64	14.86	14.56	14.79
PFE	67.21	68.6025	65.72	67.95
CAT	72.52	73.99	72.51	73.28
CVX	4	4.4671	3.98	4.1
C	35.3	35.5	35.03	35.11
MRK	35.35	36.83	35.35	36.4
AIG	10.69	10.98	10.69	10.85
AA	58.6	59.78	58.5	59.32
XOM	13.52	13.88	13.47	13.65
BAC	27.6	28.46	27.6	28.1
HD	22.64	23.345	22.64	23.22
CSCO.O	64	67.07	64	66.5
BA	25.42	25.99	25.42	25.69
MSFT.O	25.1	25.83	25.1	25.46
T	33	33.76	33	33.59
DIS	21.3	21.96	21.3	21.71
INTC.O	38.76	39.6	38.68	39.34
JPM	36.8	37.975	36.8	37.73
DD	52.07	52.07	50.51	50.76
WMT	68.03	69.9	68.03	69.53
UTX	49	50.17	48.85	49.24
TRV	45.57	46.13	45.57	46.02
HPQ	255.01	260	255.01	258.8
AAPL.O	42.1	43.7	41.67	42.9
AXP	126.14	128	125.57	127.45
IBM	21.55	21.89	21.41	21.85
MO	70.5	72.09	70.44	71.5497
NKE	41.34	43.03	41.34	42.8
HON	54.5	54.67	54	54.15
KO	72.72	74.540001	72.72	73.97
V	70.48	71.54	70.48	71.15
MCD	30.89	31.19	30.69	31
UNH	83.12	85.08	83.12	84.65
MMM	58	58	56.89	57.1
JNJ	61.4	61.9	60.98	61.37
