VZ	30.13	30.2	29.91	29.92
GE	18.6	18.9607	18.54	18.7
GM	179.09	180.14	177.8	177.8
GS	17.33	17.37	17.19	17.28
PFE	66.3	66.995	65.27	66.75
CAT	79.3	80.78	79.18	80.4995
CVX	4.57	4.67	4.494	4.66
C	37.18	37.18	36.79	36.8
MRK	38.53	41.95	38.01	40.95
AIG	14.51	14.76	14.42	14.49
AA	68.79	69.04	68.59	68.79
XOM	18.64	18.82	18.6	18.67
BAC	33.2	33.5601	33.11	33.48
HD	26.6	26.74	26.312	26.48
CSCO.O	72.25	72.54	71.821	71.83
BA	30.34	30.47	30.2518	30.37
MSFT.O	26.44	26.6637	26.31	26.34
T	36.1	36.32	35.8	35.9023
DIS	22.63	22.718	22.465	22.57
INTC.O	46.25	46.4684	45.92	46.16
JPM	39	39.24	38.6785	38.92
DD	55.1	55.1	54.5899	55.02
WMT	73.99	74.38	73.6	73.76
UTX	52.41	52.54	51.94	52.04
TRV	53.58	54	53.58	53.88
HPQ	242.56	243.07	241.85	242.47
AAPL.O	44	44.560001	43.95	44.54
AXP	128.8	128.934998	128.27	128.3
IBM	21.08	21.2	20.97	21.16
MO	75.1	75.79	75.1	75.5209
NKE	45.7	46.15	45.7	46.15
HON	54.65	54.858	54.56	54.78
KO	92.88	93.48	92.5	93.19
V	68.81	68.88	68.385	68.65
MCD	32.36	32.36	32.03	32.26
UNH	83.5	83.6275	83.1	83.2766
MMM	65.05	65.48	64.93	65.11
JNJ	62.6	62.97	62.37	62.71
