VZ	29.99	30.15	29.73	29.99
GE	15.31	15.48	15.19	15.45
GM	148.1	149.1	147.03	147.9
GS	16	16.17	15.86	16.08
PFE	67.61	68.96	67.16	68.58
CAT	77.35	77.81	76.48	77.64
CVX	3.86	3.91	3.3675	3.87
C	35	35.09	34.6	34.97
MRK	36.6	36.67	35.54	35.88
AIG	10.64	10.68	10.51	10.61
AA	59.95	60	59.3	59.87
XOM	13.23	13.29	13.1	13.22
BAC	27.25	28.05	27.25	27.45
HD	21.47	22.12	21.23	21.9
CSCO.O	64.83	64.91	63.66	63.93
BA	24.4	24.61	24.32	24.53
MSFT.O	26.6	26.75	26.5	26.6
T	33.81	33.81	33.2	33.63
DIS	19.07	19.56	19.07	19.47
INTC.O	37.5	37.82	37.26	37.65
JPM	40.2	40.6	40.03	40.33
DD	50.5	50.56	50.06	50.41
WMT	70.04	70.77	69.7	70.35
UTX	49.8	49.98	49.21	49.98
TRV	40.5	41.08	40.3	40.55
HPQ	249.1	249.997	246.68	247.8
AAPL.O	41.61	41.98	41.2997	41.54
AXP	127.56	128.21	127.05	127.4894
IBM	22.35	22.64	22.1601	22.6
MO	70.4	71.464996	69.77	71.1043
NKE	41.08	41.36	40.55	41.182
HON	55.5	56.05	55.25	55.88
KO	72	73.24	71.86	72.92
V	72.31	72.31	71.54	71.65
MCD	31.81	31.96	31.49	31.8243
UNH	83.61	83.95	82.43	83.51
MMM	58.15	58.5	57.5401	58.2
JNJ	60.19	60.19	59.38	59.8
