VZ	33.79	33.88	33.35	33.35
GE	34.04	34.08	33.81	33.95
GM	19.55	19.7	19.26	19.35
GS	161.99	164.02	161.55	162.89
PFE	24.79	24.8	24.51	24.6549
CAT	74.94	76	74.94	76
CVX	58.99	59.85	58.99	59.73
C	47.8	48.24	47.66	47.9189
MRK	34.48	34.77	34.35	34.4121
AIG	64.7	64.7	63.83	64.2028
AA	32.5	35.1	32.5	35.1
XOM	61.9	62.7	61.5	62
BAC	45.9	46.07	45.58	45.68
HD	42.11	42.18	41.56	41.7904
CSCO.O	20.81	21.14	20.79	21
BA	79.81	81.3	79.63	81.3
MSFT.O	27.25	27.44	27.2	27.32
T	26.16	26.23	25.93	26.024
DIS	27.6	28	27.5524	27.8877
INTC.O	19.21	19.45	19.2	19.39
JPM	41.9	42.26	41.6984	41.87
DD	42.94	43.3	42.81	42.9601
WMT	46.25	46.25	45.53	45.7
UTX	57.9	58.2	57.6	57.7844
TRV	33.27	33.61	33.01	33.1
HPQ	70.15	70.81	68.49	68.55
AAPL.O	51.64	52.14	51.54	51.78
AXP	82.5	82.73	82	82.1164
IBM	69.95	70.35	69.75	70.0238
MO	83.85	84.06	82.71	83.09
NKE	42.4	42.91	42.2	42.63
HON	41.45	41.49	41.24	41.4704
KO	34.7	34.96	34.7	34.8216
V	34.89	35.45	34.89	35.0619
MCD	53.6	53.6	51.45	52.55
UNH	81	81.37	80.68	80.98
MMM	57.8	57.9	57.53	57.81
JNJ	57.34	57.35	56.97	57.15
