VZ	29.75	29.99	28.99	29.9
GE	11.7	11.94	11.2124	11.6
GM	2.8	2.8	2.5499	2.66
GS	94	96.87	91.52	95.6
PFE	14.25	14.9695	14.01	14.5
CAT	31.13	31.67	30.03	31.25
CVX	69.41	70.39	68.01	69.78
C	3.58	3.66	3.41	3.54
MRK	29.53	29.63	28.56	29.48
AIG	0.93	0.97	0.8441	0.92
AA	7.73	7.85	7.22	7.57
XOM	74	75.28	72.74	75.24
BAC	5.96	6	5.36	5.79
HD	22.02	22.19	21.15	21.93
CSCO.O	16.28	16.28	15.65	16.2
BA	40.07	40.5	38.6	40.5
MSFT.O	18.94	19.31	18.56	18.7
T	24.37	24.47	23.56	24.31
DIS	18.45	18.91	18.05	18.7
INTC.O	13.91	14.04	13.5	13.8
JPM	25.89	26.2	24.21	25.61
DD	22.51	23.18	22.01	22.95
WMT	47.78	48.3	47.05	48.23
UTX	47.32	47.38	45.45	46.88
TRV	40.36	41.84	39.82	41.74
HPQ	34.53	35.45	33.86	35.15
AAPL.O	95.8	99.66	95.5	99.23
AXP	16.09	16.26	15.0599	16
IBM	94.32	95.13	92.23	94.72
MO	16.45	16.56	16.171	16.41
NKE	44.31	44.56	42.97	44
HON	32.19	32.19	30.81	31.82
KO	41.56	44.43	41.56	44.15
V	54.9	56.98	53.23	56.61
MCD	57.08	57.52	55.6675	56.96
UNH	28	29.49	27.5	28.85
MMM	51	51	48.67	49.68
JNJ	56.69	57.86	56.08	57.55
PG	51.02	51.52	49.97	51.2
