VZ	35.14	35.35	34.49	34.74
GE	29.82	30.05	29.16	29.4
GM	11.25	11.3	10.2899	10.41
GS	163.18	163.18	159.75	160.55
PFE	20.1	20.13	19.5604	19.68
CAT	70.6242	70.99	68.71	69.22
CVX	84.5	85.315	82.82	82.83
C	18.5	18.75	17.61	17.67
MRK	36.2	36.46	35.5	35.71
AIG	23.08	23.08	21.48	21.66
AA	32	32.38	30.9	31.11
XOM	77.4	78	76.3	76.58
BAC	30.98	30.98	29.3	29.35
HD	27.45	28.09	26.59	26.9
CSCO.O	25	25.13	24.28	24.47
BA	64.71	65.21	63.2	63.64
MSFT.O	27.81	28.03	27.56	27.77
T	31.8	32.17	31.23	31.4
DIS	32.5	32.5	31.82	32.08
INTC.O	24.24	24.3615	23.89	24.01
JPM	38.1	38.1	36.71	36.79
DD	45.7	45.91	44.46	44.74
WMT	59.04	59.54	58.66	58.9
UTX	67.1	67.1	65.31	65.586
TRV	44.37	44.37	43.1	43.23
HPQ	45.59	45.95	43.87	44.6
AAPL.O	175	177.7	173.94	176.1
AXP	39.1	39.14	37.61	37.846
IBM	126.4	127	123.71	124.59
MO	21.7	21.74	21.2485	21.3903
NKE	62.29	62.45	61.37	61.65
HON	50.8	51.07	49.75	49.946
KO	54.92	55.0855	53.95	54.33
V	75.7	76.16	74.1705	74.91
MCD	63.9	64.21	63.0799	63.29
UNH	33.35	33.47	31.91	32.2743
MMM	73.5	73.8	72.06	72.59
JNJ	70.93	71.5	70.8	70.886
PG	71.6	71.97	71.05	71.27
