VZ	42.26	42.26	41.06	41.34
GE	39.15	39.17	38.65	38.76
GM	30.71	30.71	29.44	29.84
GS	179.18	181.0064	175.1	179.14
PFE	24.62	24.66	24.13	24.25
CAT	74.5	75.3	72.36	73.3
CVX	88.94	89	87.23	87.7
C	45.66	46.04	45.09	45.75
MRK	50.47	50.85	49.46	49.57
AIG	64.2	64.47	63.51	63.55
AA	35.87	36.25	34.61	34.91
XOM	87.61	87.65	85.25	85.81
BAC	49.78	49.79	48.76	49.05
HD	35.2	35.2	34.14	34.22
CSCO.O	31.8	31.99	31.1	31.54
BA	94.55	95.91	94.55	94.84
MSFT.O	28.91	28.91	28.33	28.5
T	39.74	39.74	38.6	38.77
DIS	34.2	34.41	33.48	33.92
INTC.O	26	26.14	25.28	25.52
JPM	43.9	44.27	43.23	43.5
DD	47.42	48.09	46.56	47.6258
WMT	42.75	42.85	42.17	42.5
UTX	74.17	74.45	73.62	73.79
TRV	50.53	50.53	49.47	49.8928
HPQ	50	50	48.45	48.8
AAPL.O	134.5	135	130.12	131.55
AXP	59.3	59.4	57.44	57.75
IBM	116.7	116.79	114.85	115.55
MO	67.87	68.37	67.25	67.55
NKE	55.25	55.25	54.21	54.6782
HON	55.92	56.22	54.56	54.89
KO	54.5	54.98	54.1	54.59
V	49.11	49.52	49	49.23
MCD	49.28	49.49	49	49.19
UNH	90.39	90.39	88.7	88.92
MMM	61.66	62.02	61.35	61.68
JNJ	66	66.29	65.45	65.8008
