VZ	36.45	36.85	36.45	36.68
GE	37.93	38.09	37.64	37.77
GM	29.58	29.75	29.26	29.5174
GS	201.37	202.56	197.73	198.4162
PFE	26.3	26.5	26	26
CAT	61.37	61.49	60.39	61.14
CVX	73.65	74.12	72.58	73.23
C	55.15	55.39	54.66	54.76
MRK	43.24	43.69	43.17	43.27
AIG	71.95	72.23	71.75	71.95
AA	30.47	30.47	28.89	29.29
XOM	76	76.53	75.2	75.9
BAC	53.66	53.98	53.44	53.51
HD	39.13	39.35	38.66	38.92
CSCO.O	27.46	27.59	27.2201	27.36
BA	90.06	90.26	89.48	89.94
MSFT.O	30.09	30.14	29.9	30.01
T	34.96	36.1698	34.85	35.17
DIS	34.61	34.8	34.44	34.54
INTC.O	20.68	20.73	20.2299	20.45
JPM	48.22	48.97	48.22	48.65
DD	49.47	49.6	48.79	48.98
WMT	45.87	46.05	45.61	45.71
UTX	63.22	63.57	62.68	62.76
TRV	41.25	41.35	40.52	40.8
HPQ	83.5	85.46	82.24	83.23
AAPL.O	61.33	61.56	60.86	60.86
AXP	95.75	96.48	95.55	96.05
IBM	85.68	86.19	84.86	85.75
MO	99.78	99.99	100	99.9
NKE	44.56	44.98	44.41	44.76
HON	48.75	48.86	48.52	48.66
KO	43.86	44.2	43.74	43.928
V	53.74	54.36	53.56	53.93
MCD	78.83	79.31	78.78	78.81
UNH	66.43	66.43	65.88	66
MMM	64.47	64.49	63.92	64.05
