VZ	32.3	32.61	32.18	32.42
GE	33.19	33.65	33.06	33.58
GM	34.05	34.36	33.6	34.04
GS	109.24	110.41	109.24	110.15
PFE	24.87	25.15	24.7	25.1
CAT	52.38	54.5	52.3	54.5
CVX	59.6	60.8	59.02	59.6
C	42.72	43.71	42.72	43.54
MRK	27.61	28.3	27.48	28.19
AIG	57.26	59.65	57.26	59.6
AA	26.79	27.6	26.78	27.48
XOM	58.95	59.38	58.15	58.63
BAC	42.51	43.49	42.51	43.45
HD	40.2	41.23	40.2	40.6
CSCO.O	17.25	17.76	17.25	17.66
BA	66.31	67.65	66.09	67.5
MSFT.O	26.8	27.22	26.74	27.17
T	19.25	19.55	19.25	19.509
DIS	25.2	25.46	25.14	25.37
INTC.O	25.25	25.8	25.17	25.75
JPM	33.5	34.08	33.39	33.75
DD	39.54	40.05	39.24	39.72
WMT	45.2	45.93	45.2	45.65
UTX	49.99	50.52	49.99	50.36
TRV	26.8	26.96	26.5	26.7
HPQ	45.5	46.02	45.21	45.95
AAPL.O	55	55.99	54.75	55.89
AXP	79.49	81.75	79.49	81.34
IBM	68.4	69.86	68.4	69.57
MO	79.26	79.76	78.9	79.44
NKE	37.78	38.21	37.76	38.09
HON	43.44	44.1	43.44	44
KO	31.12	31.41	31.09	31.281
V	32.91	33.48	32.78	33.17
MCD	50.25	51.05	50.1	50.85
UNH	70.5	71.36	70.45	71.08
MMM	61.79	63.12	61.65	63.01
JNJ	54.49	55.83	54.49	55.73
