VZ	34.115	34.65	33.74	34.52
GE	28.4	29.26	28.17	29.15
GM	10.1	10.8	10.1	10.8
GS	177.86	181	175.7	180.4
PFE	19.1	19.75	18.98	19.66
CAT	67.959999	68.38	67.35	68.18
CVX	82.65	83.25	80.86	82.5
C	19.13	20.03	19.1	19.91
MRK	33.4	34.77	33.4	34.66
AIG	27.77	29.8999	27.55	29.85
AA	31.25	31.99	30.775	31.71
XOM	76.6	78.4	76.24	78.3
BAC	33.33	33.98	33.02	33.44
HD	23.89	24.93	23.89	24.89
CSCO.O	22.11	24.31	21.99	24.31
BA	62.08	65.67	62.02	65.2
MSFT.O	25.59	26.32	25.39	26.21
T	30.25	31.15	30.135	31.01
DIS	30.57	31.4	30.48	31.31
INTC.O	22.63	23.28	22.46	23.16
JPM	40.14	41.98	40.14	41.6
DD	42.31	43.96	42.3	43.9
WMT	58.43	60.94	58.43	60.2
UTX	63.76	65.6	63.76	65.54
TRV	44.83	44.87	44.13	44.84
HPQ	43.94	45.3	43.94	45.3
AAPL.O	155.64	161.48	154.85	160.92
AXP	36.85	38.78	36.85	38.51
IBM	128.71	128.87	127.1478	128.87
MO	21.07	21.4	20.75	21.25
NKE	59.78	61.58	59.55	61.58
HON	50.87	51.7	50.8	51.57
KO	53.9	55.07	53.9	54.88
V	73.55	74.15	72.37	73.6
MCD	60.55	62.4	60.55	62.12
UNH	28.96	30.47	28.78	30.45
MMM	70.09	71.98	70.09	71.88
JNJ	70.03	70.62	69	70.45
PG	65.7	68.04	64.67	67.9
