VZ	32.9	33.2	32.64	32.64
GE	34.45	34.57	34.11	34.48
GM	22.65	23.5	22.3	23.16
GS	156	159.97	156	159.35
PFE	25.1	25.382	25.01	25.18
CAT	75.63	77.57	75.5	77.5
CVX	61.8	62.95	61.44	62.85
C	49.5	49.86	49.28	49.5368
MRK	34.23	34.56	33.9901	34.323
AIG	64.81	65.55	64.61	65.175
AA	34.1	34.46	33.8	34.28
XOM	63.9	64.75	63.61	64.67
BAC	49.4	49.69	49.18	49.4676
HD	40.54	40.94	40.14	40.17
CSCO.O	21.05	21.69	21.05	21.42
BA	84.54	85.76	83.86	85.33
MSFT.O	24.43	24.67	23.91	24
T	26.25	26.33	26.13	26.1984
DIS	27.99	28	27.78	27.897
INTC.O	19.59	19.72	19.49	19.65
JPM	44.9	45.7	44.78	45.55
DD	44.2	44.69	44.1399	44.5387
WMT	46.05	46.25	45.9	46.0802
UTX	63.04	63.56	62.6	63.56
TRV	32.65	32.78	32.22	32.5273
HPQ	70.2	71.9091	69.74	71.65
AAPL.O	53.46	53.46	52.5	52.54
AXP	82.23	82.73	82	82.5
IBM	72.2	73.05	72.14	72.9
MO	82.1	82.29	81.57	81.9529
NKE	43.75	44.02	43.27	43.76
HON	42.11	42.3	41.97	42.2635
KO	35.19	35.4	35.1	35.2167
V	34.51	34.52	34.23	34.41
MCD	50	50	48.4	48.53
UNH	85.09	85.28	83.6	84.3333
MMM	58.78	58.95	58.59	58.65
JNJ	58.49	58.49	57.45	58.35
