VZ	38.02	38.17	37.71	38
GE	35.5	35.58	35.35	35.42
GM	35	36.53	34.5	36.25
GS	184.7	188.16	184.44	187.85
PFE	27.37	27.73	27	27.2579
CAT	60.6	61.75	60.36	61.06
CVX	65.07	67.01	65.07	66.81
C	50.62	50.829	50.25	50.4665
MRK	45.6	45.95	45.26	45.95
AIG	66.631	66.88	66.51	66.8
AA	27.49	27.96	27.281	27.71
XOM	69.9	70.21	69.6	69.89
BAC	53.52	53.59	53.1424	53.4258
HD	36.25	36.55	36.18	36.5
CSCO.O	24.39	24.53	24.22	24.33
BA	82.75	83.88	82.75	83.5834
MSFT.O	28.42	28.689	28.13	28.16
T	34.71	34.99	34.25	34.7273
DIS	31.15	31.44	31.05	31.3775
INTC.O	21.41	21.83	21.37	21.63
JPM	47.39	47.599	46.78	47.1363
DD	45.8	47.15	45.75	46.01
WMT	51.15	51.89	51.08	51.2962
UTX	64	65.13	64	65.1147
TRV	39.86	39.93	39.3	39.3
HPQ	81.35	81.6	80.51	81.39
AAPL.O	56.65	57.08	56.55	56.6973
AXP	90.9	91.95	90.9	91.4828
IBM	79.82	81	78.6	79.85
MO	90.34	91.26	89.1	91.13
NKE	42.09	43.08	42.09	42.8166
HON	47.28	47.489	46.89	47.028
KO	41.9	42.45	41.84	42.2467
V	50.64	50.78	49.84	49.84
MCD	80.09	80.55	79.71	79.89
UNH	69.2	69.309	68.26	68.7446
MMM	63.01	63.13	62.68	62.8768
