VZ	38.21	39	38.0952	38.0952
GE	32.95	33.23	32.373	32.79
GM	22.5	24.18	21.2	23.32
GS	192.54	194.63	189.4563	191.37
PFE	20.3	20.37	19.9089	20.16
CAT	81.15	83.28	81.0612	81.0612
CVX	95.2	97.27	95.09	96.49
C	25.81	25.83	25.21	25.38
MRK	37.42	38.12	36.92	37.81
AIG	46.55	47.16	45.738	46.47
AA	34.6	35.25	34.44	34.6
XOM	91.87	94.49	91.79	93.79
BAC	37.86	38.36	37.1646	37.1646
HD	29.36	29.6	28.512	29
CSCO.O	25.55	25.95	25.51	25.69
BA	85.62	86.12	84.0114	84.86
MSFT.O	28.7	29.21	28.5	28.5
T	38.6	39.33	38.3229	38.66
DIS	32.7001	33	32.1057	32.75
INTC.O	22.7	22.76	22.0374	22.36
JPM	47.08	48.54	46.76	47.71
DD	48	49.64	48	48.8
WMT	58.7	59	57.4002	57.4002
UTX	73.1875	73.7	71.7453	71.7453
TRV	49.67	51.25	49.59	49.896
HPQ	47.83	47.84	45.8865	46.5
AAPL.O	174.49	178.81	173.09	174.59
AXP	48.29	48.92	47.5398	47.5398
IBM	122.52	123.39	119.493	120.95
MO	20.45	20.5	19.8	20.12
NKE	68.23	68.69	66.132	66.132
HON	59.78	60.63	58.806	58.806
KO	59	59.728	58.2813	58.2813
V	80	84.67	79.9	83.75
MCD	60.48	60.58	58.9842	58.9842
UNH	33.2	33.4	32.3037	32.69
MMM	76.854	78.2	76.131	76.131
JNJ	67.02	67.7609	66.4191	66.4191
PG	67.7	69	65.9	67.15
