VZ	24.7	27.88	23.25	26.7
GE	18.76	21.5	17.94	20.85
GM	4.97	5.3678	4.17	5.05
GS	98	98.84	74.59	89.99
PFE	15	15.77	14.32	15.49
CAT	41.04	45.58	40.16	43.13
CVX	62.7	63.88	55.79	58
C	12.25	15	11.39	14.46
MRK	26.16	27.89	23.71	26.55
AIG	2.48	2.48	1.9	2.32
AA	11.8	13.13	10.53	11.95
XOM	66.95	67.4	56.81	62
BAC	19.49	22.09	18.55	21.6
HD	19.25	21.16	17.37	20.25
CSCO.O	16.65	18.18	16.37	17.68
BA	43.08	43.98	40.08	42.05
MSFT.O	21.7	22.29	20.68	21.9
T	20.29	24.68	20.29	22.42
DIS	23.08	24.39	21.262	23.38
INTC.O	15.25	15.87	14.2797	15.38
JPM	34	41.99	34	41.2
DD	33	35.66	30.9	33.4
WMT	51	53.88	47.78	50.91
UTX	46	50.31	43.44	48.7
TRV	30.6	34.54	28.95	30.8744
HPQ	36.3	40.48	35.61	37.12
AAPL.O	87.3	99.54	84.3	97.15
AXP	23.55	24.92	20.655	23.55
IBM	85.5	91.345	83.68	87.97
MO	17.25	17.76	16.31	17.35
NKE	50.43	57.83	49.14	50.75
HON	30.5	32.3	26.58	30.55
KO	43.75	44.8	40.33	42.6
V	49	53.77	46.92	52.4
MCD	50.9	56.99	46.02	53.4
UNH	17	18.9	15.2	17.35
MMM	53.5	56.05	50.34	55.59
JNJ	57	58.8	52.32	56.4
PG	60.3	62.97	55.11	59.75
