VZ	38.07	38.17	37.64	37.75
GE	34.86	34.98	34.74	34.93
GM	32.01	32.19	31.67	32.1545
GS	208.15	209.74	208.15	208.95
PFE	25.85	26.14	25.83	26.0052
CAT	67.3	67.54	66.43	66.95
CVX	75.6	77.21	75.6	76.68
C	51.75	52.51	51.56	52.4
MRK	45.68	45.98	45.57	45.8
AIG	67.11	67.12	66.74	66.9
AA	35.09	35.76	34.64	35.72
XOM	76.9	77.84	76.79	77.58
BAC	50.86	51.16	50.82	51.07
HD	38.14	38.54	38.07	38.16
CSCO.O	26.09	26.24	25.78	25.96
BA	90.4	90.9	90.16	90.85
MSFT.O	28.57	28.63	28.217	28.38
T	39.33	39.5	39.02	39.45
DIS	34.83	35.03	34.8	34.99
INTC.O	20.1	20.7	20.07	20.61
JPM	49	49.34	49	49.24
DD	49.53	49.53	48.9	49.17
WMT	48.27	48.47	47.94	48.1709
UTX	65.24	65.24	64.25	64.45
TRV	52.84	53.2	52.84	53.04
HPQ	41.57	41.57	40.37	40.8
AAPL.O	93.72	94.33	93.41	94.2
AXP	56.2	56.79	56.2	56.41
IBM	95.78	96.76	95.78	96.46
MO	69.9	70.43	69.9	70.2
NKE	53.85	54.06	53.58	54.01
HON	46.92	47.21	46.86	46.98
KO	49.43	50.31	49.43	50.2
V	46.49	46.49	46.08	46.18
MCD	54.83	55.07	53.92	54.24
UNH	76.81	76.99	76.43	76.5
MMM	61.55	61.81	61.46	61.67
JNJ	63.28	63.51	63.11	63.23
