VZ	31.5	31.78	30.78	30.85
GE	12.3	12.3	11.19	11.31
GM	1.87	1.89	1.64	1.66
GS	118.7	119.79	114.6	114.6
PFE	13.98	14.05	13.56	13.6
CAT	32	32	30.18	30.25
CVX	65.39	65.39	63.74	64.05
C	3.71	3.76	2.8	2.85
MRK	25.67	25.89	25.2	25.47
AIG	1.51	1.56	1.29	1.3
AA	9.01	9.19	8.33	8.35
XOM	66.45	66.45	65.21	65.3
BAC	11.1	9.99	10	7.78
HD	25.85	25.85	24.9305	25.39
CSCO.O	17.74	18	17.21	17.38
BA	37.2	37.82	36.41	36.48
MSFT.O	19.2	19.2	18.57	18.67
T	25.93	25.93	25.1478	25.41
DIS	20.05	20.1	19.25	19.37
INTC.O	15.5	15.5	14.96	15.09
JPM	32.73	32.73	29.6	29.75
DD	28.4	28.4	26.68	26.74
WMT	50.23	50.42	49.21	49.32
UTX	47.17	47.17	45.5175	45.81
TRV	42.13	42.94	40.37	40.37
HPQ	36	36	34.21	34.5
AAPL.O	122.87	123.05	119.21	120.43
AXP	21.14	21.25	18.86	19
IBM	101.28	99.9922	100	98.6
MO	16.69	17.76	16.69	17.02
NKE	53.61	53.81	52.02	52.36
HON	31.1	31.1	29.76	30.25
KO	44.78	44.99	43.82	44.5
V	57.96	57.96	54.85	55.3
MCD	56.21	56.21	55.15	55.25
UNH	23.89	24.84	23.87	24.18
MMM	53.76	53.76	51.67	51.68
JNJ	53.19	53.45	52.2	52.2
PG	51.62	51.94	50.62	50.95
