VZ	38	38.5	37.7	38.18
GE	36.82	37.23	36.62	36.8
GM	31.51	32.2	31.23	31.33
GS	224.36	224.9	218.49	218.5
PFE	26.65	26.762	26.4	26.51
CAT	73.68	73.91	72.5	72.5
CVX	78.26	79.06	77.71	77.78
C	53.45	54.6905	53.45	53.65
MRK	51.84	51.87	51.15	51.44
AIG	70.14	70.35	69.67	70.017
AA	35.99	36.0801	35.36	35.36
XOM	80.58	80.86	79.36	79.4
BAC	50.99	51.2	50.77	50.9
HD	38.44	38.52	37.85	37.96
CSCO.O	26.1	27.19	26.1	26.74
BA	94	94.05	92.85	93
MSFT.O	30.1	30.37	29.9	29.91
T	38.6	39.15	38.5	38.6
DIS	35.02	35.13	34.709	34.9
INTC.O	21.89	21.9	21.46	21.48
JPM	52.49	53	52	52
DD	49.69	49.69	49.15	49.17
WMT	48.35	48.65	47.8	47.8
UTX	67.79	67.79	67.1	67.4365
TRV	53.78	54.53	53.46	54.1
HPQ	42.3	42.59	41.98	42
AAPL.O	101	99.99	100	99.55
AXP	62.38	62.47	60.63	60.67
IBM	101.1	102.99	100.81	101.95
MO	69.5	69.84	68.9	68.95
NKE	54.23	54.55	53.83	53.86
HON	54.89	54.93	54	54
KO	52.35	52.43	51.9	52.22
V	49.23	49.23	48.2	48.28
MCD	53.25	53.58	52.84	52.99
UNH	81.55	83.25	81.23	82.77
MMM	64.17	64.38	63.75	64.22
JNJ	63.09	65	63.09	64.47
