date	COMPANY	Open	High	Low	Close	Open_p	High_p	Low_p	Close_p
2010-01-06	JPM	34.0	34.285	33.75	34.02	-0.007878611030055493	-0.004789550072569093	0.005961251862891315	0.0065088757396452035
2010-01-06	BAC	28.9	28.9901	28.73	28.89	0.003820771101076703	0.0005211389128558785	0.009132420091324311	0.0003462603878117143
2010-01-06	AXP	130.51	131.47	129.92	130.05	-0.011961541373306184	-0.007024169184290052	-0.0015370427297880518	-0.0061898211829436445
2010-01-06	VZ	33.18	33.18	31.83	32.01	-0.003603603603603567	-0.008071748878923812	-0.02928313947459915	-0.041329739442947044
2010-01-06	HD	24.53	24.74	24.345	24.51	-0.006480356419603095	-0.0024193548387098085	-0.0014356029532404113	-0.005275974025974017
2010-01-06	AIG	16.05	17.06	15.97	17.03	-0.03429602888086647	0.011262596324836949	-0.0037491968234758533	0.056451612903225756
2010-01-06	AA	69.53	70.33	69.26	70.0	0.0018731988472622252	0.011942446043165411	0.006539747129777673	0.008645533141210304
2010-01-06	XOM	16.15	16.54	16.04	16.4	0.029318036966220484	0.020987654320987703	0.02230720203951564	0.014223871366728424
2010-01-06	GE	15.5	15.61	15.41	15.47	0.003236245954692629	-0.0031928480204342913	-0.0025889967637540146	-0.001935483870967647
2010-01-06	MRK	29.01	29.37	28.780001000000002	29.08	-0.029441284710605475	-0.03228995057660622	-0.012696320081234558	-0.010884353741496655
2010-01-06	DIS	20.79	20.92	20.68	20.72	-0.0028776978417267562	-0.0028598665395613843	0.003396409509946574	-0.007662835249042099
2010-01-06	MMM	63.99	64.53	63.85	64.45	-0.015083884869939945	-0.006772356472217966	0.0	0.005617100951786469
2010-01-06	HPQ	214.67	215.16	210.8	214.26	-0.0031576503366612663	-0.001809324982602667	-0.012183692596063667	-0.0009325748391308952
2010-01-06	UTX	48.75	48.75	47.36	48.63	-0.017137096774193616	-0.018522246829071887	-0.02370645227788082	0.0
2010-01-06	BA	30.9	31.06	30.53	30.72	0.0029211295034079487	-0.0006435006435006052	-0.003915171288743746	-0.00903225806451613
2010-01-06	PFE	59.25	59.93	59.0	59.45	0.011610039269250416	0.008413259296651487	0.012892925200432614	0.0033755274261604296
2010-01-06	CSCO.O	58.02	59.97	57.9601	59.7	0.026902654867256626	0.02024498128615182	0.035001785714285694	0.02278567757409644
2010-01-06	UNH	84.0	84.59	83.58	84.04	0.01180438448566612	0.009427207637231483	0.022760646108663796	0.004182100609391837
2010-01-06	MSFT.O	26.64	28.16	26.64	27.66	-0.07145346810735453	-0.021542738012508722	-0.060648801128349694	-0.028451001053740765
2010-01-06	C	37.16	37.71	36.904999	37.3195	0.004595836712624868	0.005600000000000049	-0.0014881222943724515	0.0032123655913978144
2010-01-06	V	62.46	62.46	61.07	61.55	-0.005572361088998612	-0.005572361088998612	-0.018167202572347274	-0.011879916519505596
2010-01-06	T	31.83	31.99	31.7	31.8348	-0.007793017456359075	-0.004976671850699832	-0.0006305170239596647	-0.002043887147335388
2010-01-06	GM	175.75	175.82	173.81	174.07	0.012384792626728203	-0.003570416548597355	0.0064861928809965	-0.009840728100113827
2010-01-06	NKE	40.43	40.53	40.25	40.43	0.004222553402881246	0.0017301038062282892	0.003490401396160525	0.0030341597263054965
2010-01-06	GS	18.7	18.79	18.51	18.6	-0.012150026413100923	-0.007919746568109898	-0.0021563342318058343	-0.005347593582887611
2010-01-06	IBM	19.8	20.109	19.79	20.08	-0.007021063189568744	0.008475426278836462	0.006100660904931221	0.01414141414141401
2010-01-06	KO	86.77	87.07	85.79	86.1	-0.012855517633674762	-0.009442548350398372	-0.00267379679144375	-0.010344827586206917
2010-01-06	CVX	3.52	3.67	3.5	3.67	0.03529411764705892	0.033802816901408406	0.02941176470588247	0.04261363636363624
2010-01-06	MO	65.4	65.665001	64.94	65.21	0.0021452650934723483	-0.0017482365460625982	0.0029343629343629996	0.002613776137761148
2010-01-06	CAT	79.6	79.99	79.199997	79.71	0.002771478961955065	0.0036386449184440117	0.004948572516177974	0.0011303692539561538
2010-01-06	TRV	52.4	52.71	52.08	52.25	-0.0019047619047619646	-0.00018968133535657294	-0.0003838771593090984	-0.003433148960518828
2010-01-06	MCD	31.62	32.06	31.44	31.7952	-0.003780718336483857	0.0034428480925556837	0.005115089514066584	0.010012706480305056
2010-01-06	HON	56.48	56.48	55.99	56.35	-0.007381370826010536	-0.008948938410247465	-0.0030270655270654423	-0.0008865248226950229
2010-01-06	DD	53.71	53.8	53.48	53.57	-0.005370370370370359	-0.0073800738007381295	-0.0018663680477790656	-0.0022350530825107073
2010-01-06	WMT	70.53	70.78	70.06	70.2481	-0.015356694122574233	-0.011866536367443725	-0.003272158201735764	-0.0034316924386438297
2010-01-06	AAPL.O	40.83	41.65	40.83	41.4326	-0.004389173372348232	0.01018675721561979	0.01111909066144956	0.019001475651746258
2010-01-06	INTC.O	43.48	44.09	43.37	43.86	0.012339930151338718	0.005702554744525523	0.014028524666822362	0.0057326301307039085
2010-01-06	JNJ	61.19	61.19	60.54	60.84	-0.0027705345501956025	-0.004878842088144486	-0.002635914332784206	-0.005719888870730383
