date	COMPANY	Open	High	Low	Close	Open_p	High_p	Low_p	Close_p
2007-09-11	AAPL.O	138.12	138.85	133.93	135.22	0.0481900280792289	0.006159420289854944	0.02041904761904778	-0.011115986543805856
2007-09-11	JNJ	65.9	67.0	65.87	66.99	0.006567893691767246	0.014075980021189816	0.006570904645476938	0.014999999999999902
2007-09-11	AXP	58.74	59.48	58.57	59.37	0.01731901627987531	0.0021903959561919706	0.02073893342628086	0.01124169647419504
2007-09-11	KO	54.68	55.89	54.68	55.66	0.0016486535995603457	0.015997091437920385	0.007183643396573958	0.019974344878138206
2007-09-11	MO	67.83	67.97	67.26	67.85	0.0036993193252441436	0.00044156608772438766	0.005230907188761069	0.00533412357386287
2007-09-11	MSFT.O	28.62	28.95	28.56	28.91	0.002803083391730965	0.006956521739130306	0.004749340369393007	0.012609457092819687
2007-09-11	CVX	87.53	89.12	87.0	88.89	-0.00136908157444382	0.01031629066999229	0.012569832402234526	0.018796561604584427
2007-09-11	AIG	64.15	65.08	64.15	64.91	0.009441384736428082	0.006184291898577499	0.01374841972187113	0.011847233047544758
2007-09-11	MMM	61.84	62.11	61.73	62.05	0.00048535835625296286	0.002582728006456758	0.002598668182556274	0.003233629749393563
2007-09-11	GM	29.58	30.6	29.21	30.6	-0.0013504388926401933	0.024439236692333388	0.003435245620061922	0.047586442998972966
2007-09-11	BA	95.9	97.84	95.53	97.44	0.011710096001688042	0.019804044194288162	0.01498087547811311	0.023314429741650988
2007-09-11	MCD	49.28	49.72	48.815	49.5	-0.0024291497975708065	0.005460060667340727	-0.001534056044180887	0.007121057985757906
2007-09-11	BAC	49.0	49.78	48.96	49.7	-0.0002040399918383784	0.005859769650434332	0.006578947368421018	0.015114379084967267
2007-09-11	AA	34.15	34.47	33.8001	34.18	-0.020928899082568897	-0.019345661450924645	0.016238725195430126	0.00707130229817321
2007-09-11	VZ	41.5	41.99	41.25	41.87	0.0009647853352627855	0.011563478679836203	0.0072030277133439125	0.01503030303030295
2007-09-11	PFE	23.96	24.29	23.95	24.19	-0.011958762886597918	-0.005323505323505451	0.0016729401923880616	0.007077435470441262
2007-09-11	XOM	85.2	87.19	84.62	87.15	-0.0005865102639296405	0.011954503249767878	0.008701871498390856	0.02529411764705891
2007-09-11	TRV	49.72	50.71	49.72	50.29	-0.01054726368159209	0.006350466362373464	0.0074974670719352154	0.014371438656648694
2007-09-11	DIS	33.55	33.67	33.3	33.49	-0.005925925925926001	-0.005317577548005881	0.002106530243755733	-0.002085816448152533
2007-09-11	JPM	44.19	44.83	44.15	44.53	0.017968210089841063	0.008775877587758885	0.017984782107447472	0.01481312670920687
2007-09-11	C	45.3	46.31	45.3	46.01	-0.008535784635587684	0.009152320767051636	0.00913343729115601	0.016795580110497088
2007-09-11	UTX	74.8	74.95	73.84	74.67	0.0072717479127388795	0.0005339741022560851	0.009018857611369224	-0.0017379679144384763
2007-09-11	HPQ	49.4	50.04	49.22	49.87	0.010845099242889233	0.012955465587044523	0.01757287574943156	0.016924959216965796
2007-09-11	IBM	116.4	117.76	116.35	117.35	0.010241277555979922	0.002895588485777534	0.009807325117167087	0.010331467929401539
2007-09-11	UNH	87.82	88.89	87.71	88.24	-0.014708687213203064	-0.010243848123816957	0.005157002062800675	0.005125868549948676
2007-09-11	CSCO.O	31.9	32.17	31.749000000000002	32.09	0.028037383177569986	0.005312500000000053	0.023171124718014857	0.010708661417322851
2007-09-11	HD	34.21	34.9	33.87	34.72	-0.0014594279042614566	0.00721500721500723	0.008966606094908736	0.0229817324690631
2007-09-11	GE	38.9	39.74	38.9	39.5	0.002577319587628857	0.005566801619433237	0.009340944473274604	0.009971874200971564
2007-09-11	V	50.59	52.5	50.59	51.6	0.020782889426957274	0.037139470564994115	0.020782889426957274	0.02891326021934204
2007-09-11	T	39.0	39.84	38.97	39.84	0.007751937984496138	0.012452350698856529	0.011157239231966765	0.02733367715317181
2007-09-11	NKE	55.15	55.68	54.95	55.53	0.0016345804576824996	0.0012587664089191986	0.01421188630490966	0.006890299184043602
2007-09-11	WMT	42.3	43.01	42.27	42.93	-0.0035335689045937757	0.008677298311444703	0.0037995725480883813	0.014893617021276562
2007-09-11	MRK	49.93	51.27	49.54	49.95	0.0008017638805370986	0.02540000000000009	0.003850050658561255	0.0028106805862275763
2007-09-11	HON	55.43	56.46	55.14	56.22	0.010758570386579125	0.019501625135427858	0.018282548476454386	0.0239784348903076
2007-09-11	GS	184.61	186.93	182.71	183.3	0.025440204410376088	0.004891947102461991	0.02301231802911552	-0.002448979591836653
2007-09-11	INTC.O	25.54	25.88	25.27	25.65	0.005511811023622082	-0.018953752843062888	0.0007920792079207928	0.009842519685039353
2007-09-11	CAT	73.74	74.77	73.41	73.75	0.0013579576317217512	0.004433100483610897	0.009766162310866466	0.0001356116083537362
2007-09-11	DD	47.29	47.95	47.29	47.57	-0.004421052631578992	0.0016711928138710697	0.003394865266284741	0.0059209135123705625
