VZ	37.67	37.94	37.57	37.67
GE	35.76	35.87	35.65	35.75
GM	32.25	32.31	31.38	32.13
GS	211.73	211.73	208.85	209.49
PFE	25.48	25.69	25.4	25.45
CAT	66.84	67.09	66.3	66.73
CVX	74.3	75.03	73.64	74.39
C	51.5	51.63	50.8	50.8
MRK	43.9	43.95	43.6	43.7
AIG	67.9	67.93	67.42	67.7
AA	34.17	34.37	33.86	33.9065
XOM	75.32	76.09	75.02	75.85
BAC	51.48	51.98	51.36	51.84
HD	37.75	37.78	37.25	37.34
CSCO.O	26.31	26.31	25.85	25.91
BA	90.8	90.8	90.01	90.5
MSFT.O	28.19	28.19	27.64	27.72
T	39.47	39.86	39.15	39.3
DIS	35.22	35.22	34	34.54
INTC.O	19.29	19.29	19	19.01
JPM	48.56	48.8	48.36	48.5
DD	51.3	51.3	49.75	50.5118
WMT	47.84	47.84	46.75	47.2
UTX	66.37	66.39	65.92	65.92
TRV	51.7	52.11	51.56	51.87
HPQ	40.44	40.44	40.13	40.1879
AAPL.O	95.5	96.8	94.99	95.18
AXP	56.75	57.01	56.41	56.43
IBM	95	95	94.21	94.59
MO	84.79	85.44	84.58	85
NKE	108.79	108.79	106.36	106.57
HON	47.34	47.34	46.55	46.73
KO	48.15	48.16	47.2	47.2
V	45.14	45.18	44.99	45.04
MCD	56.89	56.89	55	55.85
UNH	77.34	77.47	76.83	77.16
MMM	60.1	60.16	59.95	59.95
JNJ	63.65	63.7	63.17	63.28
