VZ	36.88	37.17	36.45	36.64
GE	16.5	16.5	15.99	16.12
GM	25.48	25.85	23.26	23.45
GS	108.59	109.55	102.84	104.2
PFE	19	19.74	18.99	19.43
CAT	94	94	89.11	92.05
CVX	104.5	105.224	101	102.08
C	31.57	31.67	28.59	29.37
MRK	34.25	34.674	33.5	34.07
AIG	24	24.69	23.2	23.7
AA	10.7	10.7	10.0523	10.43
XOM	77.48	77.48	75.48	76.2
BAC	6.83	6.83	6.33	6.48
HD	35.46	35.97	34.52	35.54
CSCO.O	18.21	18.27	17.54	17.7
BA	64.55	64.64	62.405	63.74
MSFT.O	26.26	26.804	25.87	26.1
T	29.08	29.08	28.645	28.85
DIS	34.47	34.52	33.34	33.6
INTC.O	24.44	24.714	23.84	23.94
JPM	34	34	32.09	32.99
DD	47.14	47.81	46.31	47.01
WMT	56.27	56.894	55.33	56.23
UTX	76.83	76.83	74.43	75.19
TRV	57.71	58.176	56.4	56.99
HPQ	26.24	26.24	25.4	25.73
AAPL.O	403.26	404.78	393.32	396.82
AXP	50.01	50.1	48.950001	48.99
IBM	183.03	183.16	180.72	181.9
MO	27.2	27.55	26.98	27.2
NKE	92.51	95.36	92.51	93.88
HON	51.36	52	50.44	50.76
KO	67.26	67.77	66.86	67.04
V	91.78	92.46	90.03	90.4
MCD	92	93.299	91.56	92.25
UNH	47.99	47.99	45.96	46.22
MMM	77.5	79.02	76.3	77.18
JNJ	63.73	64.05	63.1	63.53
PG	63.38	63.99	62.535	63
